"OTU","90543_ID2592_1-A-HOBBS-A001-A03_S91_L001_R1_001","90544_ID2592_2-B-HOBBS-A001-B03_S92_L001_R1_001","90545_ID2592_3-C-HOBBS-A001-C03_S93_L001_R1_001","90546_ID2592_4-D-HOBBS-A001-D03_S94_L001_R1_001","90547_ID2592_5-A-RROSE-A001-E03_S95_L001_R1_001","90548_ID2592_6-C-RROSE-1-A001-F03_S96_L001_R1_001","90549_ID2592_7-C-RROSE-2-A001-G03_S97_L001_R1_001","90550_ID2592_8-D-RROSE-A001-H03_S98_L001_R1_001","90551_ID2592_9-A-DENVER-A001-A04_S99_L001_R1_001","90552_ID2592_10-B-DENVER-A001-B04_S100_L001_R1_001","90553_ID2592_11-C-DENVER-A001-C04_S101_L001_R1_001","90554_ID2592_12-D-DENVER-A001-D04_S102_L001_R1_001","90555_ID2592_13-A-KSW2-A001-E04_S103_L001_R1_001","90556_ID2592_14-B-KSW2-A001-F04_S104_L001_R1_001","90557_ID2592_15-C-KSW2-A001-G04_S105_L001_R1_001","90558_ID2592_16-D-KSW2-A001-H04_S106_L001_R1_001","90559_ID2600_1-SB1-A001-A03_S219_L004_R1_001","90560_ID2600_2-SB2-A001-B03_S220_L004_R1_001","90561_ID2600_3-SB3-A001-C03_S221_L004_R1_001","90562_ID2600_4-SB4-A001-D03_S222_L004_R1_001","90563_ID2600_5-SB5-A001-E03_S223_L004_R1_001","90564_ID2600_6-SB6-A001-F03_S224_L004_R1_001","Taxonomic lineage"
"Pyropia","0.00016","7.0E-5","8.0E-5","0","0.00015","0.00023","0","0.00011","0","0","0.0003","0","7.0E-5","0","7.0E-5","0","0.00017","0","0.00021","8.0E-5","0","3.0E-5","Eukaryota;unkn. Eukaryota(d);Bangiophyceae;Bangiales;Bangiaceae;Pyropia"
"Pyrus","0","7.0E-5","0.00016","0.00016","0","0","0","0","0","0.00019","0","0","7.0E-5","0","0","0","0","0","0","0.00015","0.00017","8.0E-5","Eukaryota;Streptophyta;unkn. Streptophyta(p);Rosales;Rosaceae;Pyrus"
"Pythium","0","0","8.0E-5","0","0","0","0","0","0","0","8.0E-5","0.00016","0.00014","0.00023","0","0.00017","0.00026","0.0002","7.0E-5","0.00038","0.00025","0.00113","Eukaryota;unkn. Eukaryota(d);Oomycetes;Pythiales;Pythiaceae;Pythium"
"Pyxidicoccus","0","0","0","0","0","0","0","0","0.0001","0","0","0","0.00028","0","0","0.00068","9.0E-5","0","0.00035","0","4.0E-5","6.0E-5","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Pyxidicoccus"
"Quercus","0.00186","0.00027","0.00024","0.00033","0.00023","0.00011","0.00024","0.00067","0.00039","0.00019","0.00015","0.00016","0.00014","0.00054","0.00051","0.00034","0.00191","0.00041","7.0E-5","0.00053","0.00025","0.00062","Eukaryota;Streptophyta;unkn. Streptophyta(p);Fagales;Fagaceae;Quercus"
"R4virus","0","7.0E-5","0","8.0E-5","0","0","0","0","0.0001","0","8.0E-5","0","0","0.00015","0.00015","0","0.00035","0","7.0E-5","0","0","0.00025","Viruses;unkn. Viruses(d);unkn. Viruses(d);Caudovirales;Siphoviridae;R4virus"
"Radulidium","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0E-5","0","0","0","0","0","Eukaryota;Ascomycota;unkn. Ascomycota(p);unkn. Ascomycota(p);unkn. Ascomycota(p);Radulidium"
"Rahnella","0","0","0","0","0","0","0","0.00011","0","0","0","0","7.0E-5","8.0E-5","0","0","0.00035","0.00082","0","0","0","3.0E-5","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Rahnella"
"Ralstonia","0.03397","0.01818","0.02263","0.03036","0.01485","0.01022","0.01275","0.00982","0.02094","0.02338","0.0194","0.01799","0.01679","0.01531","0.01211","0.01492","0.01233","0.02577","0.02383","0.02512","0.03048","0.02228","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia"
"Ramichloridium","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","0","0","0","0","0","0","Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Dissoconiaceae;Ramichloridium"
"Ramlibacter","0.20663","0.05743","0.10274","0.11247","0.0945","0.04121","0.06446","0.05525","0.10993","0.11534","0.10893","0.10134","0.2902","0.10652","0.07616","0.17047","0.08581","0.27589","0.29454","0.29849","0.24959","0.19711","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter"
"Ramophialophora","0","0","0","0.00016","0","0","0","0","0","0","0","0.00016","0","0","0","0","0","0","0","0","0","0","Eukaryota;Ascomycota;Sordariomycetes;Sordariales;unkn. Sordariales(o);Ramophialophora"
"Ramularia","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","8.0E-5","0.00035","0","0.00049","0.00015","8.0E-5","0.0002","Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Ramularia"
"Ranavirus","0","0","0","0","0","0","0","0","0","0","0","0.00016","0.00014","0","0.00015","0","0.00026","0.0002","0.00092","0.00076","0.00067","0.00045","Viruses;unkn. Viruses(d);unkn. Viruses(d);unkn. Viruses(d);Iridoviridae;Ranavirus"
"Ranunculus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0E-5","Eukaryota;Streptophyta;unkn. Streptophyta(p);Ranunculales;Ranunculaceae;Ranunculus"
"Raoiella","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","Eukaryota;Arthropoda;Arachnida;Trombidiformes;Tenuipalpidae;Raoiella"
"Raoultella","0","0","8.0E-5","0","0.00015","6.0E-5","8.0E-5","0","0","9.0E-5","0","0","0","0","0","0.00017","0.00148","0.0002","7.0E-5","0.00031","0.00013","6.0E-5","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Raoultella"
"Raphanus","0.00031","7.0E-5","0.00016","0.00016","0","6.0E-5","0","0.00011","0","0","0","0.00016","0","0","0","0","0","0","0","0","0","6.0E-5","Eukaryota;Streptophyta;unkn. Streptophyta(p);Brassicales;Brassicaceae;Raphanus"
"Rasamsonia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","9.0E-5","0","0","0","0","0","Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Rasamsonia"
"Rathayibacter","0.00155","0.00168","0.00264","0.00098","0.0057","0.00209","0.00202","0.00134","0.00359","0.0026","0.00272","0.00331","0.00777","0.00131","0.00203","0.00356","0.00373","0.0045","0.03378","0.02","0.00524","0.00958","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Rathayibacter"
"Ratibida","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Asterales;Asteraceae;Ratibida"
"Rattus","0.00016","0.00013","8.0E-5","8.0E-5","0","0","0","0.00011","0","0","0.00023","0","0.00014","0","7.0E-5","8.0E-5","0.00026","0.0002","0.00056","0.00023","0.00029","8.0E-5","Eukaryota;Chordata;Mammalia;Rodentia;Muridae;Rattus"
"Rehmannia","0.00047","0.00013","0.0008","0.00016","0.00045","6.0E-5","0","0.00022","0.00019","0.00019","0","8.0E-5","0","0.00077","0.00022","8.0E-5","0.00017","0","7.0E-5","0","0.00013","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Lamiales;Orobanchaceae;Rehmannia"
"Reichenowia","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;unkn. Rhizobiales(o);Reichenowia"
"Reinekea","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Reinekea"
"Remotididymella","0","0","0","0","0","0","0","0","0","0.00019","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Remotididymella"
"Renibacterium","0","0","0","8.0E-5","0","0","0","0.00011","0","0.00019","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Renibacterium"
"Repoma","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00014","0","4.0E-5","0","Eukaryota;unkn. Eukaryota(d);Colpodea;Colpodida;Hausmanniellidae;Repoma"
"Resinicium","0","0","0","0","0","0.00011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Basidiomycota;Agaricomycetes;Hymenochaetales;unkn. Hymenochaetales(o);Resinicium"
"Reyranella","0","0","0","0","0","0.00011","8.0E-5","0.00011","0","0","0.00015","0","0","8.0E-5","0","0","0","0","0","0.00015","8.0E-5","0","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;unkn. Rhodospirillales(o);Reyranella"
"Rhabditis","0","0","0","0","0","0","0","0","0","0","0","0","0.00014","0","0","0","0","0","0","0","0","0","Eukaryota;Nematoda;Chromadorea;Rhabditida;Rhabditidae;Rhabditis"
"Rhabditoides","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","Eukaryota;Nematoda;Chromadorea;Rhabditida;Rhabditidae;Rhabditoides"
"Rhabditophanes","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","Eukaryota;Nematoda;Chromadorea;Rhabditida;Alloionematidae;Rhabditophanes"
"Rhabdothamnopsis","0","0","0","0","0","0","0","0","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Lamiales;Gesneriaceae;Rhabdothamnopsis"
"Rhagidia","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0.0002","0","0","0","0","Eukaryota;Arthropoda;Arachnida;Trombidiformes;Rhagidiidae;Rhagidia"
"Rhagoletis","0","0","0","0","0.00023","6.0E-5","8.0E-5","0","0.0001","0","0.00015","0","0","0","0","0","0","0.00041","0","8.0E-5","4.0E-5","0.0002","Eukaryota;Arthropoda;Insecta;Diptera;Tephritidae;Rhagoletis"
"Rhazya","0.00062","0.0004","0.00016","0.00024","0.00015","0","8.0E-5","0","0.0001","0.00056","8.0E-5","0.00016","7.0E-5","0.00023","0.00015","8.0E-5","9.0E-5","0","0","8.0E-5","8.0E-5","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Gentianales;Apocynaceae;Rhazya"
"Rheinheimera","0","0","0","8.0E-5","0","0","0","0","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Rheinheimera"
"Rhigonema","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0E-5","0","Eukaryota;Nematoda;Chromadorea;Rhabditida;Rhigonematidae;Rhigonema"
"Rhinocladiella","0","7.0E-5","0","0","0","0","8.0E-5","0","0.00019","0","8.0E-5","0","0.00014","0","0","0.00017","0.00174","0","0.00028","0","8.0E-5","6.0E-5","Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Rhinocladiella"
"Rhinolophus","0.00016","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","Eukaryota;Chordata;Mammalia;Chiroptera;Rhinolophidae;Rhinolophus"
"Rhinopithecus","0","0","0","0","0","0","0","0.00011","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","Eukaryota;Chordata;Mammalia;Primates;Cercopithecidae;Rhinopithecus"
"Rhipicephalus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00017","0","7.0E-5","0","0","0.00011","Eukaryota;Arthropoda;Arachnida;Ixodida;Ixodidae;Rhipicephalus"
"Rhithrogena","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Arthropoda;Insecta;Ephemeroptera;Heptageniidae;Rhithrogena"
"Rhizamoeba","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","0","0","7.0E-5","0","0","0","Eukaryota;unkn. Eukaryota(d);unkn. Eukaryota(d);Leptomyxida;Flabellulidae;Rhizamoeba"
"Rhizidiomyces","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00014","0","0","0","Eukaryota;unkn. Eukaryota(d);Hyphochytriomycetes;unkn. Hyphochytriomycetes(c);Rhizidiomycetaceae;Rhizidiomyces"
"Rhizobacter","0.19593","0.02536","0.05181","0.04631","0.08183","0.02337","0.0263","0.02612","0.06117","0.04853","0.06288","0.0489","0.08227","0.04592","0.05186","0.03128","0.08364","0.14234","0.31435","0.44805","0.16377","0.14114","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unkn. Burkholderiales(o);Rhizobacter"
"Rhizobium","3.07482","4.90774","3.53635","5.24031","2.08885","1.56933","0.75574","1.64923","1.57009","2.63767","1.3556","1.13505","0.28887","0.81573","0.94413","0.19116","1.62353","0.53992","0.51807","0.4695","0.54099","0.28893","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium"
"Rhizoctonia","0.00186","0","0.00112","0","0.0036","6.0E-5","0.00113","0.00011","0.00213","9.0E-5","0.0157","8.0E-5","0.00035","0","7.0E-5","0","0.00043","0","0.00085","0.00069","0.00067","0.00014","Eukaryota;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Rhizoctonia"
"Rhizodiscina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","Eukaryota;Ascomycota;Dothideomycetes;Patellariales;Patellariaceae;Rhizodiscina"
"Rhizophagus","0.50231","0.06816","0.11049","0.10482","0.02663","0.01327","0.04219","0.03427","0.01289","0.04074","0.05979","0.02429","0.03638","0.35795","0.10764","0.03213","0.1163","0.02884","0.01883","0.02191","0.00449","0.0199","Eukaryota;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus"
"Rhizophlyctis","0","0","0","0","0","0","0","0","0.00029","0","0","0","0.00014","0","0","0","0","0","0.00028","0","0.00025","0","Eukaryota;Chytridiomycota;Chytridiomycetes;Rhizophlyctidales;Rhizophlyctidaceae;Rhizophlyctis"
"Rhizophydium","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0.00038","0","0","0","0","0","0","0","0","Eukaryota;Chytridiomycota;Chytridiomycetes;Rhizophydiales;Rhizophydiaceae;Rhizophydium"
"Rhizoplaca","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0E-5","0","0","0","0","0","Eukaryota;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Rhizoplaca"
"Rhizopus","0.00047","0.00054","0.00064","0.00041","0.00038","0.00011","8.0E-5","0.00033","0.00087","0.00102","0.0003","0.0004","7.0E-5","0.00015","0.00015","8.0E-5","0.00035","0","0","8.0E-5","4.0E-5","3.0E-5","Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Rhizopodaceae;Rhizopus"
"Rhizopycnis","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Morosphaeriaceae;Rhizopycnis"
"Rhizorhabdus","0.0211","0.01577","0.02159","0.02328","0.03623","0.02761","0.02243","0.02958","0.03373","0.02598","0.03216","0.03905","0.0291","0.02777","0.02807","0.02119","0.08477","0.08467","0.1203","0.06291","0.06243","0.05258","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhabdus"
"Rhizorhapis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0E-5","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhapis"
"Rhodanobacter","0.00326","0.00664","0.00624","0.00749","0.00698","0.0074","0.00573","0.00614","0.00494","0.00315","0.00581","0.00589","0.00182","0.00346","0.00471","0.0022","0.00313","0.00736","0.00254","0.00382","0.00436","0.00531","Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacter"
"Rhodobaca","0.00016","0","8.0E-5","0","0","0","0","0","0.0001","0","0","8.0E-5","0","8.0E-5","0","0","0","0","0","0","8.0E-5","8.0E-5","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobaca"
"Rhodobacter","0.01334","0.00932","0.01087","0.01009","0.0246","0.01778","0.01734","0.01384","0.01435","0.01373","0.01555","0.01485","0.02596","0.00754","0.00791","0.0184","0.00669","0.00736","0.02405","0.01603","0.01484","0.01306","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter"
"Rhodobium","0","7.0E-5","0.00016","0","0.00038","0.00011","0.00016","0","0","0.00019","8.0E-5","8.0E-5","0","8.0E-5","0","0.00017","9.0E-5","0","0","0","0","0","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Rhodobium"
"Rhodochaete","0","0","8.0E-5","0","0.00015","0","0","0","0.0001","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","Eukaryota;unkn. Eukaryota(d);Compsopogonophyceae;Rhodochaetales;Rhodochaetaceae;Rhodochaete"
"Rhodococcus","0.35214","0.05179","0.06444","0.04297","0.0906","0.07317","0.06768","0.06764","0.09035","0.04714","0.07005","0.10836","0.05436","0.05884","0.06948","0.07621","0.06349","0.09408","0.09548","0.14123","0.09249","0.23867","Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus"
"Rhodocyclus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0E-5","Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Rhodocyclus"
"Rhodocytophaga","0","0","0","0","0","0","0","0","0.0001","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Rhodocytophaga"
"Rhododendron","0","0","0","0","0","6.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Ericales;Ericaceae;Rhododendron"
"Rhodoferax","0.04731","0.01778","0.01831","0.0341","0.01778","0.007","0.01025","0.00938","0.01929","0.02524","0.01329","0.01848","0.02512","0.01715","0.0132","0.01263","0.03509","0.05808","0.08412","0.04489","0.04323","0.03064","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax"
"Rhodoluna","0","0","0","0","0","0","0","0","0.0001","0","0","0","0.00014","0","0","0","0","0","0","0","4.0E-5","0","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Rhodoluna"
"Rhodomicrobium","0.00217","0.00449","0.00344","0.0026","0.00248","0.00604","0.00428","0.00402","0.00242","0.00297","0.00559","0.00541","0.00126","0.00108","0.00167","0.00119","0.00087","0.00061","0.00028","0.00092","4.0E-5","0.00057","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodomicrobium"
"Rhodomonas","0","0","0","0","0","0","0","0","0","9.0E-5","0","0","0","8.0E-5","0","8.0E-5","0","0","0","0","0","3.0E-5","Eukaryota;unkn. Eukaryota(d);unkn. Eukaryota(d);Pyrenomonadales;Pyrenomonadaceae;Rhodomonas"
"Rhodopirellula","0.00016","0.0002","8.0E-5","8.0E-5","0.00023","0.00023","0","0","0.00019","0.00019","0.00015","0.00016","0","0","7.0E-5","0.00017","0","0.0002","0.00021","8.0E-5","4.0E-5","3.0E-5","Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rhodopirellula"
"Rhodoplanes","0.14256","0.18972","0.22299","0.20761","0.30587","0.33224","0.23863","0.33752","0.10295","0.19273","0.34852","0.27015","0.02204","0.13421","0.15833","0.08002","0.19038","0.14868","0.06008","0.07405","0.08272","0.08636","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes"
"Rhodopseudomonas","0.08563","0.15638","0.18117","0.20232","0.17153","0.19031","0.14029","0.16966","0.11972","0.14735","0.19778","0.17509","0.04331","0.14513","0.13853","0.06943","0.09467","0.09469","0.05951","0.06069","0.05597","0.05475","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas"
"Rhodospirillum","0.00279","0.00429","0.00568","0.00326","0.00368","0.00502","0.00355","0.00458","0.0031","0.00334","0.00694","0.00565","0.00511","0.00223","0.0021","0.00568","0.00608","0.00614","0.00684","0.00695","0.00428","0.00441","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum"
"Rhodothalassium","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","0","0.00041","0","8.0E-5","4.0E-5","3.0E-5","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodothalassiales;Rhodothalassiaceae;Rhodothalassium"
"Rhodothermus","0.00031","0.0004","0.00016","0.00033","0.00023","0.00023","0.00016","0.00033","0.00029","0.00019","0.00023","8.0E-5","0.00014","0.00031","0.00029","0.00025","0.00043","0","0.00035","0","0.00038","0.00031","Bacteria;Bacteroidetes;unkn. Bacteroidetes(p);Bacteroidetes Order II. Incertae sedis;Rhodothermaceae;Rhodothermus"
"Rhodotorula","0","0","0","8.0E-5","8.0E-5","6.0E-5","8.0E-5","0","0","0","0.00015","8.0E-5","7.0E-5","0","0","0","0.00017","0","0","0.00031","0.00013","0.00014","Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula"
"Rhodovibrio","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0.0002","0","0","8.0E-5","0","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodovibrio"
"Rhodovulum","0.00248","0.00101","0.00184","0.00179","0.00428","0.00254","0.00202","0.0029","0.00281","0.00241","0.00211","0.00274","0.00385","0.00138","0.00087","0.00229","0.00182","0.00082","0.00381","0.0029","0.0018","0.00286","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodovulum"
"Rhogostoma","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","8.0E-5","0","Eukaryota;unkn. Eukaryota(d);unkn. Eukaryota(d);Cryomonadida;Rhogostomidae;Rhogostoma"
"Rhopalomyces","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0E-5","Eukaryota;Zoopagomycota;Zoopagomycetes;Zoopagales;Helicocephalidaceae;Rhopalomyces"
"Rhynchoglossum","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Lamiales;Gesneriaceae;Rhynchoglossum"
"Rhynchomonas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","8.0E-5","0","Eukaryota;unkn. Eukaryota(d);unkn. Eukaryota(d);Kinetoplastida;Bodonidae;Rhynchomonas"
"Rhynchosporium","0","0","0","0","8.0E-5","0.00034","0","0.00022","0.0001","0","0","0","0.00014","0","0.00015","0","0.00096","0","0.00049","0.00023","0.00013","0","Eukaryota;Ascomycota;Leotiomycetes;Helotiales;unkn. Helotiales(o);Rhynchosporium"
"Rhysotritia","0","7.0E-5","0","0","0","0.00011","0","0","0","0","0","0.00032","0.00021","0.00015","0","0","0","0","0","0","0","0","Eukaryota;Arthropoda;Arachnida;Sarcoptiformes;Euphthiracaridae;Rhysotritia"
"Rhyssocolpus","0","0","0","0","0","0","0","0.00011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Nematoda;Enoplea;Dorylaimida;Nordiidae;Rhyssocolpus"
"Ricasolia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0E-5","0","7.0E-5","0","0","3.0E-5","Eukaryota;Ascomycota;Lecanoromycetes;Peltigerales;Lobariaceae;Ricasolia"
"Ricinus","0.00481","0.00161","0.00168","0.00171","0.0003","0.00023","0.00024","0.00067","0.00068","0.00195","0.00045","0.00024","0.00154","0.00123","0.00073","0.00068","0.00104","0.0002","0.00106","0.00053","0.00222","0.00059","Eukaryota;Streptophyta;unkn. Streptophyta(p);Malpighiales;Euphorbiaceae;Ricinus"
"Rickettsia","0.00078","0","8.0E-5","0","0","0.00011","0","0.00011","0","0","0","0","0.00014","0","0","0","9.0E-5","0","0","0.00023","8.0E-5","0","Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia"
"Rickettsiella","0","7.0E-5","0","0","8.0E-5","0.00017","0.00016","0","0.0001","0","0","0","0","0","0","0","0","0.00041","0","8.0E-5","4.0E-5","0","Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Rickettsiella"
"Riemerella","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","7.0E-5","0","4.0E-5","0.00011","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Riemerella"
"Rigidoporus","0","0","0","0","0","0.00169","0","0.00112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Meripilaceae;Rigidoporus"
"Rivibacter","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","4.0E-5","0","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unkn. Burkholderiales(o);Rivibacter"
